COUNTY,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
Dauphin,46.614,54.87430769,48.894,48.936,48.98153846
Davidson,51.35463542,42.91630208,54.16253886,49.37833333,49.80927083
Davie,53.14714286,64.83428571,41.40428571,55.86142857,55.61714286
Daviess,55.06875,67.9021875,25.8890625,59.4578125,54.4246875
Davis,27.32982143,42.21089286,29.51053571,34.84142857,27.87964286
Davison,37.35,56.695,9.425,58.8175,38.5225
Dawes,32.755,37.93,15.095,72.59,38.035
Dawson,47.88294118,60.98470588,45.10352941,53.31,52.06294118
Day,45.38,60.11666667,10.69666667,38.91666667,36.05
De Baca,63.66,93.66,56.38,63.42,75.6
De Soto,81.30571429,89.16571429,40.71142857,60.40142857,75.93714286
De Witt,46.356,52.598,14.112,39.46,36.278
Deaf Smith,71.0275,65.9325,87.6025,74.395,82.1275
Dearborn,40.042,51.271,6.24,31.049,27.398
Decatur,62.70772727,74.02954545,21.49545455,60.30045455,58.72363636
Deer Lodge,52.31,68.58,8.47,61.00666667,48.97333333
Defiance,41.61777778,62.42888889,23.42666667,47.00333333,41.36888889
DeKalb,52.94585492,43.71819588,56.84958763,50.22611399,51.73279793
Del Norte,77.38428571,76.35,56.38714286,84.34428571,82.85857143
Delaware,41.18465812,49.06221277,36.66689362,41.18128205,39.29290598
Delta,54.5785,72.477,21.176,58.2765,53.674
Denali,26.29,3.55,32.16,80.88,27.47
Dent,74.845,84.1,6.8125,67.095,66.8675
Denton,30.35642336,22.91576642,61.63861314,33.18167883,30.22664234
Denver,38.64776224,27.61615385,59.65482517,53.19601399,41.43685315
Des Moines,46.98272727,78.45818182,22.36,52.2,49.69636364
Deschutes,37.685,45.39375,26.13208333,51.11416667,38.1425
Desha,89.662,88.696,55.552,64.772,86.366
DeSoto,56.9902381,55.25619048,51.14357143,41.36952381,51.98261905
Deuel,37.54666667,65.69666667,25.94,44.57666667,39.11666667
Dewey,56.564,68.022,32.77,63.568,58.612
DeWitt,63.048,76.576,54.756,68.954,71.688
Dickens,82.61,89.02,49.09,87.06,87.67
Dickenson,76.82,77.845,4.635,64.5925,64.8675
Dickey,25.13333333,42.31666667,10.20666667,60.11666667,30.32333333
Dickinson,37.74388889,70.79777778,9.961666667,59.51055556,42.585
Dickson,55.821,62.949,22.873,52.35,50.087
Dillingham,68.685,75.93,66.935,97.03,88.54
Dillon,88.27333333,85.00166667,52.64333333,69.65666667,84.44833333
Dimmit,96.71,97.515,90.52,85.33,98.855
Dinwiddie,68.76333333,53.53,41.54333333,46.935,57.765
District of Columbia,45.86202247,35.71072626,60.65201117,73.53308989,53.54322034
Divide,19.47,42.72,7.39,51.14,22.72
Dixie,77.12,78.25666667,21.14333333,80.17666667,74.23666667
Dixon,44.815,78.555,37.17,69.03,58.235
Doddridge,65.795,50.395,13,71.625,56.49
Dodge,45.76425,53.903,29.2395,56.26175,46.728
Dolores,39.91,84.99,7.94,18.79,30.14
Doña Ana,77.5697561,64.49658537,83.18902439,53.89487805,76.65756098
Doniphan,48.27333333,45.17666667,11.22333333,70.32666667,45.33666667
Donley,49.01,61.87,33.76,55.195,50.62
Dooly,87.83,72.47333333,66.98333333,80.9,87.61
Door,25.84555556,47.02777778,15.99555556,49.79777778,29.13111111
Dorchester,49.86235294,56.83411765,42.69205882,43.47088235,47.82352941
Dougherty,78.39814815,79.41555556,50.65518519,58.7337037,74.01111111
Douglas,37.21647761,45.00426866,39.60940299,41.49444776,37.63814925
Drew,71.512,73.26,29.93,51.534,63.544
Dubois,33.49428571,43.11285714,24.69285714,47.89428571,34.57857143
Dubuque,38.59730769,49.49192308,19.76769231,45.12961538,35.77615385
Duchesne,61.65,64.51333333,34.40333333,71.85666667,64.30666667
Dukes,18.0475,31.2575,27.7625,30.5,18.805
Dundy,46.52,76.34,45.16,44.79,52.82
Dunklin,83.774,93.548,35.439,58.567,78.765
Dunn,36.24777778,46.38222222,22.82333333,63.23111111,40.43111111
DuPage,25.56037037,23.46851852,54.39550926,30.27555556,25.88115741
Duplin,85.13272727,83.98545455,71.71181818,74.01454545,87.48909091
Durham,50.68362069,36.07711864,68.89745763,57.49137931,53.36310345
Dutchess,37.68230769,39.43538462,48.71164557,57.46589744,43.99076923
Duval,55.57823864,55.21465909,55.82295455,53.07284091,56.81403409
Dyer,70.12875,85.70875,23.66375,49.2975,62.32375
Eagle,22.76642857,8.148571429,55.84285714,41.38928571,24.78571429
Early,79.82,75.496,32.516,66.514,74.348
East Baton Rouge,54.3310989,53.5967033,52.65142857,53.62142857,55.29406593
East Carroll,74.81666667,58.84333333,44.77333333,80.29333333,72.31666667
East Feliciana,67.332,66.704,40.47,63.634,65.406
Eastland,67.554,72.278,46.566,76.268,73.252
Eaton,36.80571429,62.39,30.53964286,48.365,41.71321429
Eau Claire,37.203,42.0235,28.838,53.0315,37.1405
Echols,73.175,53.32,62.185,46.37,65.645
Ector,60.07464286,58.65392857,81.00714286,58.26035714,68.52285714
Eddy,55.52769231,66.49923077,64.81615385,61.47,65.42538462
Edgar,51.512,72.654,11.908,55.024,48.104
Edgecombe,80.67785714,83.21071429,51.68928571,65.775,79.93571429
Edgefield,64.60166667,74.22333333,53.345,59.60833333,68.76833333
Edmonson,80.51,51.2375,19.97,50.78333333,60.61
Edmunds,26.74,45.29,11.71,49.52,27.24
Edwards,46.97666667,69.25,39.235,52.83333333,52.00333333
Effingham,41.895,53.40944444,25.53611111,45.75444444,39.85055556
El Dorado,34.94333333,41.94619048,38.91380952,39.34857143,34.98904762
El Paso,59.9399308,57.70158621,70.06834483,45.41352941,59.18110727
Elbert,37.88333333,46.38083333,31.01833333,43.54583333,38.65333333
Elk,41.361,64.714,6.787,39.467,34.242
Elkhart,58.55055556,65.0875,51.34833333,59.77222222,61.365
Elko,46.97785714,49.54857143,51.70214286,61.10142857,53.26714286
Elliott,84.06,83.47,12.655,53.165,68.215
Ellis,42.19564103,51.18871795,54.99076923,45.98974359,47.06205128
Ellsworth,45.77,65.515,23.91,62.78,50.17
Elmore,55.9695,64.883,40.0415,46.496,52.673
Emanuel,85.62,84.02166667,42.67,71.025,81.56166667
Emery,47.82666667,78.36333333,23.38,59.03333333,53.07333333
Emmet,36.90333333,54.56916667,19.875,58.82166667,41.23
Emmons,37.11,62.65,10.51,61.91,40.32
Emporia City,93.455,82.3,55.165,76.955,89.82
Erath,51.45375,32.58875,49.66875,64.1475,52.87
Erie,46.9139441,53.80835913,36.39358025,45.73059006,44.48484472
Escambia,56.486125,53.01475,43.030625,50.245875,52.492875
Esmeralda,38.04,77.39,57.6,95.1,72.67
Essex,50.96105398,49.60326478,63.52480818,53.98159383,54.94154242
Estill,94.0775,85.2825,6.445,60.43,74.8125
Etowah,70.27366667,72.03,36.86033333,40.126,59.09666667
Eureka,18.25,69.28,10.22,62.7,32.9
Evangeline,88.755,90.725,40.78375,68.95625,82.52
Evans,83.93666667,90.38666667,68.83333333,61.66666667,83.97
Fairbanks North Star,36.21473684,36.21842105,36.66578947,61.90894737,41.39526316
Fairfax,19.98207843,20.71617188,69.45351563,26.98519531,24.09423529
Fairfax City,24.468,10.766,68.408,44.588,30.398
Fairfield,37.13234568,38.12744856,52.73625514,39.95016461,38.30251029
Fall River,38.915,75.91,25.915,72.26,53.605
Fallon,21.04,42.91,5.83,57.53,24.87
Falls,78.59333333,71.05,60.43166667,77.47666667,81.59833333
Falls Church City,4.49,22.06333333,44.59333333,58.38666667,21.91333333
Fannin,57.13571429,63.15928571,33.90785714,52.38428571,54.44714286
Faribault,36.31,59.405,16.68,46.56833333,36.495
Faulk,31.29,61.07,4.39,53.02,31.55
Faulkner,52.8484,48.3864,29.964,49.1484,45.8364
Fauquier,21.62058824,34.21117647,35.40647059,17.78117647,16.53470588
Fayette,51.5058209,54.87965174,32.69776119,43.13348259,44.97562189
Fentress,78.6525,76.7725,4.605,47.5875,58.385
Fergus,34.955,53.715,8.98,75.685,42.53
Ferry,71.87,81.96666667,40.38666667,71.75333333,76.12666667
Fillmore,34.9425,61.88125,20.70125,68.44875,45.01875
Finney,63.05583333,55.99916667,82.15083333,56.78666667,69.57833333
Fisher,59.685,68.635,63.535,52.58,63.375
Flagler,46.7185,56.3425,47.14,36.1805,43.8945
Flathead,36.67368421,39.30315789,12.21052632,55.63052632,33.20526316
Fleming,71.6725,89.685,17.515,53.8225,64.6625
Florence,66.21411765,74.39029412,42.05088235,55.13411765,64.09235294
Floyd,60.32,63.39683333,28.7935,48.70533333,53.228
Fluvanna,33.22,41.505,29.0575,29.25,26.2125
